Fecha Comportamiento_de_la_accion Diferencia_absoluta_open-high
2021-09-30 ESTABLE 0.00999800000000306
2021-10-01 SUBE 1.1699989999999971
2021-10-04 BAJA -2.6500019999999935
2021-10-05 ESTABLE 0.6500019999999935
2021-10-06 SUBE 2.3399999999999963
2021-10-07 SUBE 1.7700000000000031
2021-10-08 BAJA -0.5700000000000003
2021-10-11 ESTABLE -0.8900039999999976
2021-10-12 ESTABLE -0.2299989999999994
2021-10-13 SUBE 0.24000199999999694
2021-10-14 ESTABLE 0.1599999999999966
2021-10-15 BAJA -0.4700019999999938
2021-10-18 SUBE 2.149996999999999
2021-10-19 SUBE 0.9700019999999938
2021-10-20 BAJA -0.5599979999999931
2021-10-21 ESTABLE -0.2699960000000061
2021-10-22 BAJA -1.5699990000000028
2021-10-25 SUBE 0.5900009999999938
2021-10-26 BAJA -1.2299999999999969
2021-10-27 BAJA -5.239998
2021-10-28 BAJA -0.7900010000000037
2021-10-29 BAJA -0.46999700000000644
2021-11-01 SUBE 1.5499999999999972
2021-11-02 BAJA -1.0499989999999997
2021-11-03 SUBE 0.8499989999999968
2021-11-04 BAJA -0.9000020000000006
2021-11-05 BAJA -0.9599989999999963
2021-11-08 SUBE 0.630001
2021-11-09 BAJA -0.4099999999999966
2021-11-10 BAJA -0.9199979999999996
2021-11-11 BAJA -0.6100000000000065
2021-11-12 ESTABLE -0.04999899999999968
2021-11-15 ESTABLE 0.5400010000000037
2021-11-16 ESTABLE -0.75
2021-11-17 BAJA -1.4199979999999996
2021-11-18 BAJA -2.0500040000000013
2021-11-19 BAJA -0.7199969999999993
2021-11-22 BAJA -1.1999970000000033
2021-11-23 ESTABLE -0.060001999999997224
2021-11-24 SUBE 0.8600000000000065
2021-11-26 SUBE 0.4300009999999972
2021-11-29 BAJA -6.1000020000000035
2021-11-30 BAJA -1.5699990000000028
2021-12-01 BAJA -2.0899999999999963
2021-12-02 BAJA -0.4099989999999991
2021-12-03 ESTABLE -0.75
2021-12-06 SUBE 2.3600000000000065
2021-12-07 BAJA -0.6100009999999969
2021-12-08 SUBE 1.120003000000004
2021-12-09 BAJA -0.75
2021-12-10 BAJA -1.0399969999999996
2021-12-13 BAJA -0.9500010000000003
2021-12-14 ESTABLE 0.30999700000000274
2021-12-15 ESTABLE 0.07000000000000028
2021-12-16 BAJA -1.2999989999999997
2021-12-17 SUBE 0.36999899999999997
2021-12-20 ESTABLE 0.6100009999999969
2021-12-21 SUBE 1.130001
2021-12-22 BAJA -0.14999699999999905
2021-12-23 ESTABLE 0.1599999999999966
2021-12-27 ESTABLE 0.12000299999999697
2021-12-28 BAJA -0.7799990000000037
2021-12-29 BAJA -0.4099999999999966
2021-12-30 SUBE 1.6899990000000003
2021-12-31 BAJA -1.119999
2022-01-03 BAJA -0.8400000000000034
2022-01-04 BAJA -2.0
2022-01-05 BAJA -1.2999989999999997
2022-01-06 ESTABLE 0.09000000000000341
2022-01-07 ESTABLE 0.019995999999999015
2022-01-10 ESTABLE 0.6399990000000031
2022-01-11 SUBE 0.869999
2022-01-12 ESTABLE -0.630001
2022-01-13 BAJA -1.4500010000000003
2022-01-14 ESTABLE 0.009999000000000535
2022-01-18 ESTABLE -0.42000200000000376
2022-01-19 ESTABLE 0.21999699999999933
2022-01-20 ESTABLE -0.5600010000000069
2022-01-21 BAJA -2.0800020000000004
2022-01-24 SUBE 1.3599999999999994
2022-01-25 ESTABLE -0.050003000000003794
2022-01-26 BAJA -1.3500020000000035
2022-01-27 BAJA -0.2999989999999997
2022-01-28 SUBE 1.4799990000000065
2022-01-31 SUBE 2.0799980000000033
2022-02-01 SUBE 0.27999899999999656
2022-02-02 BAJA -1.7800029999999936
2022-02-03 SUBE 0.6399999999999935
2022-02-04 SUBE 1.2799990000000037
2022-02-07 ESTABLE -0.6800000000000068
2022-02-08 ESTABLE 0.45999999999999375
2022-02-09 SUBE 1.3300020000000004
2022-02-10 SUBE 0.5200010000000006
2022-02-11 BAJA -1.5799979999999962
2022-02-14 ESTABLE 0.07000000000000028
2022-02-15 ESTABLE 0.75
2022-02-16 SUBE 0.2700009999999935
2022-02-17 ESTABLE -0.5600019999999972
2022-02-18 BAJA -1.1700019999999967
2022-02-22 BAJA -0.7299999999999969
2022-02-23 BAJA -0.49000199999999694
2022-02-24 SUBE 3.680000999999997
2022-02-25 ESTABLE 0.17000199999999666
2022-02-28 SUBE 0.5999979999999994
2022-03-01 ESTABLE 0.05000299999999669
2022-03-02 BAJA -1.1500010000000032
2022-03-03 BAJA -1.4100000000000037
2022-03-04 ESTABLE -0.3600009999999969
2022-03-07 BAJA -1.0900000000000034
2022-03-08 ESTABLE 0.4099999999999966
2022-03-09 SUBE 0.8200000000000003
2022-03-10 SUBE 0.48999799999999993
2022-03-11 BAJA -1.0400009999999966
2022-03-14 SUBE 0.3399999999999963
2022-03-15 ESTABLE 0.8500020000000035
2022-03-16 SUBE 0.46999699999999933
2022-03-17 SUBE 2.0899999999999963
2022-03-18 ESTABLE 0.31000099999999975
2022-03-21 ESTABLE -0.26000200000000007
2022-03-22 SUBE 0.7900009999999966
2022-03-23 ESTABLE 0.0
2022-03-24 ESTABLE 0.48999799999999993
2022-03-25 ESTABLE -0.3900039999999976
2022-03-28 SUBE 0.6799999999999997
2022-03-29 SUBE 1.2099990000000034
2022-03-30 BAJA -1.3499979999999994
2022-03-31 BAJA -0.42000199999999666
2022-04-01 ESTABLE 0.15000100000000316
2022-04-04 SUBE 2.1000020000000035
2022-04-05 BAJA -2.8699980000000025
2022-04-06 ESTABLE 0.7299990000000065
2022-04-07 BAJA -2.440002000000007
2022-04-08 BAJA -1.0699990000000028
2022-04-11 SUBE 1.259998000000003
2022-04-12 BAJA -2.5499989999999997
2022-04-13 SUBE 1.0499989999999997
2022-04-14 BAJA -3.2899969999999996
2022-04-18 SUBE 2.2099990000000034
2022-04-19 BAJA -1.139999000000003
2022-04-20 ESTABLE 0.38000100000000003
2022-04-21 SUBE 1.5700039999999973
2022-04-22 SUBE 1.1599999999999966
2022-04-25 ESTABLE 0.6800009999999972
2022-04-26 BAJA -1.8900000000000006
2022-04-27 BAJA -0.42000199999999666
2022-04-28 ESTABLE 0.10000299999999385
2022-04-29 ESTABLE -0.4300009999999972
2022-05-02 SUBE 0.4399980000000028
